family,label,model,psg,n_sentences,mean_drift,max_drift,std_drift,total_drift,path_length,directedness,mean_surprisal,max_surprisal,std_surprisal,n_tokens,metonymy_idx,category,layer
zephyr,death_4,superego,graveside. Friends and mourners had departed. He was left to be with just his thoughts as a gentle breeze blew through the churchyard. The sun had now set and a chill began creeping into his bones. He,6,0.5649,0.6445,0.0661,0.8013,2.8244,0.2837,3.0477,10.5129,2.385,95,0.2629,death,DPO
zephyr,death_4,base,"empty grave. The tears had dried and he turned to walk away. In a moment, he was going to be going back to his normal life, or the closest thing to normal. His job was still there, a promotion maybe, ",7,0.688,0.7498,0.0586,0.9885,4.1278,0.2395,3.0923,11.2328,2.3322,98,0.3197,death,BASE
zephyr,death_4,ego,"back of the church. He looked to the right of him at the coffin, now standing in silence after the last of the mourners had moved on. He looked to his left at those who stood as though they too could ",4,0.6258,0.7223,0.1317,0.7333,1.8775,0.3906,3.4732,12.7469,2.5566,101,0.2111,death,SFT
zephyr,death_4,superego,"cemetery, trying to figure out how to leave just one tulip at the grave of a person who had been dead for years. He had found an abandoned grave with no headstone that seemed to be the one he was look",4,0.3759,0.4255,0.0359,0.5111,1.1277,0.4533,3.1403,13.5894,2.6685,95,0.1628,death,DPO
zephyr,death_4,base,"grave. A lump began in the pit of his stomach and began filling his whole body with emotion. His grief became raw and real again. The grave was silent as he wept.

“There’s nothing to say,” He finally",6,0.5722,0.6696,0.0956,0.8924,2.861,0.3119,3.2723,9.9876,2.798,110,0.2727,death,BASE
zephyr,death_4,ego,"graveside, his eyes fixed upon the small granite headstone as tears freely flowed down his face. It was a small funeral, fewer than a dozen mourners, but he had wanted her to be remembered.
She had li",8,0.6406,0.7839,0.1046,1.0129,4.4842,0.2259,3.6815,19.0706,3.0785,97,0.2751,death,SFT
zephyr,death_4,superego,"cemetery. The rain had stopped but a soft drizzle still fell from the sky, coating the graves with a thick mist. A cold breeze blew, causing the leaves to rustle in the wind.

His sister was gone. She",6,0.6217,0.8103,0.1229,0.8739,3.1084,0.2811,3.0173,11.9985,2.3901,93,0.2896,death,DPO
zephyr,death_4,base,"graveside.

He was tired and hungry, but he knew that his mother and grandmother would demand he spend a few moments here, regardless of his other needs.

He gazed once more at what little remained of",5,0.6541,0.7158,0.0563,1.0162,2.6164,0.3884,3.5333,15.4758,2.7847,96,0.2876,death,BASE
zephyr,death_4,ego,"gravesided when she approached him.

He was a tall man with well-defined features; his eyes were grey, his cheeks were slightly weathered, and his hair was short and neatly trimmed. She guessed him to",6,0.7041,0.7638,0.0564,0.8491,3.5206,0.2412,2.9204,12.413,2.5985,94,0.2907,death,SFT
zephyr,death_4,superego,"cemetery’s edge. The sun was setting in the sky casting a deep orange color on everything around him. He closed his eyes, took a deep breath in and slowly let it out.

He’s here to say goodbye.

The w",5,0.7121,0.8764,0.1185,0.9269,2.8483,0.3254,3.7447,12.6243,3.01,95,0.2475,death,DPO
zephyr,death_4,base,graveside. His shoulders hunched with self-conciousness he looked around. A light drizzle of rain was falling and it was cold and soaking. He wiped the tears that were tricking down his cheeks and the,5,0.7466,0.9032,0.1111,0.9477,2.9864,0.3173,3.9239,13.0828,2.6777,96,0.2415,death,BASE
zephyr,death_4,ego,"graveside.
The sun had set and the sky was full of stars.
But he couldn’t see them as the tears filled his eyes.
He wanted to shout out at everybody:
“Don’t you dare say I’m a grieving husband.
I’m no",7,0.6633,0.8387,0.1274,1.1042,3.9796,0.2775,3.2975,14.9984,2.7548,102,0.3349,death,SFT
zephyr,death_4,superego,"cemetery looking over the beautiful graveside.

As he stood there, a man approached him and put his hand on his shoulder. It was the man's brother and the friendship between the two families was rekin",6,0.6948,0.8959,0.1128,0.9688,3.474,0.2789,2.7519,12.9594,2.6177,95,0.352,death,DPO
zephyr,death_4,base,"side of the grave. The crowd had gone, leaving a solitary figure, standing alone by the open grave. She stared down into the silent and empty hole where once a small baby lay and cried deep into his c",7,0.649,0.7999,0.0938,0.979,3.8939,0.2514,3.575,10.6884,2.2395,93,0.2738,death,BASE
zephyr,death_4,ego,"cemetery, watching the earth being thrown on top of his wife's casket. They had been happily married for forty-five years until they were separated by death. This was a loss for which no amount of cou",6,0.7769,0.9295,0.1111,0.9861,3.8846,0.2539,3.23,10.2576,2.5467,96,0.3053,death,SFT
zephyr,death_4,superego,"grave, trying not to cry in front of her daughter. The woman who had been his high-school sweetheart lost her battle with cancer the week before, leaving behind a husband, daughter and the memories of",4,0.4921,0.6728,0.1823,0.7659,1.4762,0.5188,2.9027,9.0218,2.3704,98,0.2639,death,DPO
zephyr,death_4,base,"grave site looking down at the box with the remains of his dad wrapped in plastic. The ground was still wet with rain as the tears slowly began to fall upon his cheeks, sliding ever so gently down his",5,0.7309,0.8261,0.0653,0.9061,2.9238,0.3099,3.3491,11.7324,2.8189,98,0.2706,death,BASE
zephyr,death_4,ego,"graveside. The words from the eulogy replayed in his head.
""A loving father, a caring husband, a true friend...you meant so much to so many""
He looked at the casket, a beautiful wooden box that would ",3,0.5922,0.6312,0.0391,0.8826,1.1843,0.7453,2.9391,8.4751,2.2503,98,0.3003,death,SFT
zephyr,death_4,superego,"graveside,
His mind wandered back to a memory so old.
So many years ago, he’d stood by his mama’s side,
Cried out her name as the dirt had piled high.

A feeling as old as the night,
Came creeping up ",4,0.5051,0.6528,0.134,0.7308,1.5152,0.4823,3.9209,15.5745,2.9299,96,0.1864,death,DPO
zephyr,death_4,base,"graveside thinking about his friend. He hadn’t known him the entire length of his life, but in the year since he’d come home to Westport to live there again, they’d become good friends. He’d come home",4,0.5662,0.617,0.039,0.9083,1.6985,0.5348,3.2128,15.8903,2.7361,103,0.2827,death,BASE
zephyr,death_4,ego,"graveside.

It should have been so simple. He had just been to the funeral of his grandmother. She was quite an elderly lady, and had been in a nursing home, and in the end was suffering. Still, it wa",6,0.6546,0.7805,0.0876,0.9609,3.2729,0.2936,2.9113,8.4751,2.0161,98,0.3301,death,SFT
zephyr,death_4,superego,"graveside. His wife, his life, was gone and buried beneath the sod. After the funeral the relatives had departed and the last rites had been said. The minister’s voice seemed to come from a distance. ",7,0.7178,0.8537,0.1005,0.8843,4.3069,0.2053,3.3722,14.1313,2.7709,100,0.2622,death,DPO
zephyr,death_4,base,"graveside. I felt that now that the formalities were over he might let his guard down a little and talk to me with candour. I decided to take him by surprise, for once the moment came I was very ill-p",4,0.5229,0.637,0.0838,0.637,1.5688,0.406,3.4191,10.0271,2.3738,98,0.1863,death,BASE
zephyr,death_4,ego,"graveside. He was not alone though, his memories of his grandparent surrounded him.

The sun had just peaked through the clouds when his mom had told him his grandpa had passed. That one piece of info",7,0.681,0.7924,0.1292,1.0431,4.0859,0.2553,3.7292,11.179,2.7296,98,0.2797,death,SFT
zephyr,death_4,superego,"graveside of his beloved, looking at the tombstone with tears in his eyes.

The cemetery was deserted, except for him and a solitary figure approaching from behind. The man turned around, and his eyes",6,0.6849,0.8521,0.095,0.9666,3.4247,0.2822,3.1963,10.8543,2.5988,94,0.3024,death,DPO
zephyr,death_4,base,"graveside.

The rain came down and his grief came up.

He didn’t know it was going to be like this, or that it would be like THIS.

He didn’t even recognize that THIS was his grief.

All he could feel",6,0.5121,0.7345,0.1318,0.7345,2.5605,0.2869,2.8175,15.7944,2.7417,99,0.2607,death,BASE
zephyr,death_4,ego,"cemetery, gazing out across the endless rows of identical, featureless tombstones. In a world where technology had advanced so far that life seemed to have become one big machine, he had struggled to ",4,0.7626,0.9961,0.1653,1.1106,2.2877,0.4855,3.2678,14.6376,2.8078,96,0.3399,death,SFT
zephyr,death_4,superego,"headstone. A solitary figure in the midst of a gathering of loved ones. The silence was overwhelming – he felt he could hear the rustling of leaves, and the chirping of the birds in the distance. He f",4,0.5795,0.891,0.2604,0.9093,1.7386,0.523,2.9195,10.1452,2.4555,96,0.3115,death,DPO
zephyr,death_4,base,"graveside while a small group of friends gathered. He had not known his father, long dead before his birth and a total stranger as far as he was concerned. The funeral only made that stranger more rea",6,0.7524,0.9024,0.117,0.9318,3.7619,0.2477,3.9965,13.101,2.7355,99,0.2332,death,BASE
zephyr,death_4,ego,"gravesite, trying to process everything he’d been through in the past few weeks. His sister had been killed in the attack. She was only twenty-nine. He’d lost a part of himself that he knew he’d never",7,0.7658,0.8997,0.0686,1.0204,4.5946,0.2221,2.7668,16.5743,2.5727,101,0.3688,death,SFT
zephyr,death_4,superego,"graveside. He could feel a sense of closure, yet an emptiness inside him. Emily's death had left a gaping hole in his heart that he didn't know if he could ever fill. He watched as the last of the mou",5,0.5314,0.5687,0.0238,0.8002,2.1257,0.3764,2.7651,12.4014,2.5111,94,0.2894,death,DPO
olmo-tiny,sexual_explicit_4,base,"run naked down the streets of their city in the full public glare of their society. He cried out in pain for God “whose name is holy and that is pure” (Jer. 17:1) or as they say in Israel, “God, whose",5,0.5687,0.9809,0.2477,1.0073,2.2749,0.4428,3.583,11.845,2.688,103,0.2811,sexual_explicit,BASE
olmo-tiny,sexual_explicit_4,ego,"walk barefoot on the white-sand bottom. He saw a young girl near the shore and she asked if they were looking for a boat or anything. To his surprise, she seemed like she was crying and was looking at",6,0.6336,0.8117,0.1673,1.0448,3.1682,0.3298,2.8332,11.5412,2.1291,101,0.3688,sexual_explicit,SFT
olmo-tiny,sexual_explicit_4,superego,"rub his genitals while rubbing it and moaning. In the end they took him outside and started licking his penis and swallowing his semen. They then each took it in turns to have intercourse with him.

I",5,0.5186,0.6802,0.1166,0.7913,2.0746,0.3814,3.1173,8.718,2.2958,75,0.2538,sexual_explicit,DPO
olmo-tiny,sexual_explicit_4,instruct,"doze off right there on the floor! I woke up my roommate, told him, ""Yo, the guy took off his clothes and now he's drifting off!"" They came rushing over, checked out the situation, and decided he coul",4,0.7431,0.8711,0.1107,1.0187,2.2294,0.4569,3.391,10.688,2.4426,101,0.3004,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_4,base,"beat her with a paddle he had in his hand. This way on Thursday was a bit more brutal, in the hope that he could drive their thoughts away from Christmas Eve and make them concentrate on his bad deeds",5,0.8286,0.8802,0.0391,0.9382,3.3142,0.2831,3.545,16.0739,2.5885,101,0.2647,sexual_explicit,BASE
olmo-tiny,sexual_explicit_4,ego,"feel them up from behind, their legs shaking in response. They moaned and pleaded with him as he explored different parts of them.

The woman began to laugh as she felt his hand glide through her wet ",6,0.6581,0.8448,0.1756,0.9083,3.2905,0.276,2.8963,9.5334,2.2356,103,0.3136,sexual_explicit,SFT
olmo-tiny,sexual_explicit_4,superego,"undress me.

And then he suddenly stopped and turned to look at me with a look of surprise and confusion.

“What are you doing?” I asked.

He put his hands on his hips and looked at the objects he was",8,0.702,0.8363,0.0857,0.9326,4.9138,0.1898,3.036,14.2944,2.6777,122,0.3072,sexual_explicit,DPO
olmo-tiny,sexual_explicit_4,instruct,"dress in a suit and tie, even though they were far from professional attire. They joked around and laughed, making memories. She played with his hair to make him let his guard down, showing her care a",6,0.7895,0.9119,0.1028,1.0073,3.9476,0.2552,3.224,9.4441,2.3352,101,0.3124,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_4,base,"kiss them. Their faces were smooth and clean. They kissed and touched each other; they had no shame. They were excited with each other.

They were like the people who came from India, with their dark ",10,0.6567,0.8413,0.1182,0.9401,5.9106,0.1591,2.7255,7.7979,1.9133,103,0.3449,sexual_explicit,BASE
olmo-tiny,sexual_explicit_4,ego,"beat him for being a bastard. The man responded by dropping dead, which led to the man's wife and his daughter-in-law running away, causing her to become lost.
The woman found herself without support ",6,0.7149,0.8262,0.0792,1.0996,3.5745,0.3076,3.2852,13.6783,2.3986,102,0.3347,sexual_explicit,SFT
olmo-tiny,sexual_explicit_4,superego,"worship her,
He kissed her neck,
Her hands moved to explore his chest.

She gazed at him with lustful passion,
Her eyes filled with desire.

He leaned in and kissed her again,
Their lips met for the f",4,0.4922,0.5331,0.056,0.5993,1.4765,0.4059,3.1499,16.9349,3.4051,78,0.1903,sexual_explicit,DPO
olmo-tiny,sexual_explicit_4,instruct,"touch their bodies; with each touch, it became more intense, more passionate.

His strong hands cupped the curves of her hips, pulled tight against him, making her moan softly.

Her hands instinctivel",5,0.4099,0.5684,0.1074,0.6213,1.6395,0.379,3.2342,10.1463,2.4499,106,0.1921,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_4,base,"stroke their little backsides. He pulled down their pajamas and their shorts and underwear until they were bent at the knees….” It was his “job to do it to them.”

“After they got dressed for school t",3,0.6226,0.676,0.0534,1.0159,1.2452,0.8159,3.5409,13.6329,2.6777,115,0.2869,sexual_explicit,BASE
olmo-tiny,sexual_explicit_4,ego,strip them down and they all went to the shower. When they were finished he went to the bedroom and started to fuck them and he went on like that for several hours with no stopping at all. They were a,5,0.6032,0.6695,0.073,0.878,2.4126,0.3639,3.0195,9.384,1.9931,92,0.2908,sexual_explicit,SFT
olmo-tiny,sexual_explicit_4,instruct,"pull her into the bushes. ""I can't wait to feel those soft curves against my skin,"" he whispered into her ear.

As they continued to make passionate love, they couldn't help but notice the cool summer",7,0.7635,1.058,0.1398,1.058,4.5812,0.2309,2.5367,7.6556,2.0911,105,0.4171,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_4,base,work on her with his hands.'I took off my clothes and began to work on her with my hands.' A noun is something you can touch or see. The third level is touch. You can touch your hands with your hands.,8,0.4562,0.6918,0.1825,0.8511,3.1933,0.2665,3.3001,11.5539,2.3856,97,0.2579,sexual_explicit,BASE
olmo-tiny,sexual_explicit_4,ego,"caress their buttocks as they stood in the small makeshift tent.

I looked down at them, my jaw hitting the ground in absolute disbelief. The women continued to caress each other's body, giggling loud",3,0.806,0.8152,0.0092,0.8152,1.6119,0.5057,3.4444,9.2203,2.7689,44,0.2367,sexual_explicit,SFT
olmo-tiny,sexual_explicit_4,superego,"play with her in the shower. Eventually, she said she was full and started to clean herself up. He continued to touch her intimately and talk sweetly. Afterward, she got dressed and left him alone in ",8,0.7775,0.8719,0.0551,0.987,5.4424,0.1814,2.7312,10.4915,2.2226,103,0.3614,sexual_explicit,DPO
olmo-tiny,sexual_explicit_4,instruct,"work on her. He started at the base of her spine and moved all the way up her body. After applying the massage, he then moved to her shoulders and upper arms while whispering soothing words.

As he ma",7,0.5409,0.7717,0.1575,0.9263,3.2456,0.2854,2.7528,9.6308,2.1948,102,0.3365,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_4,base,"wash them and said to them ""I do not need new clothes, they will become dirtier and dirtier. If I do not need new clothes, why do you?"" And he said, ""I must give you new clothes because he said to say",4,0.5493,0.7191,0.1433,0.8827,1.648,0.5356,3.0907,7.9373,2.0934,101,0.2856,sexual_explicit,BASE
olmo-tiny,sexual_explicit_4,ego,"kiss her. 
The other two men continued to watch the scene, the man who seemed to be leading the party also began to kiss a girl among them without the men protesting. 
One woman appeared curious and c",4,0.5625,0.6182,0.0561,0.7057,1.6874,0.4182,3.358,10.0317,2.3534,103,0.2102,sexual_explicit,SFT
olmo-tiny,sexual_explicit_4,superego,"remove them. His naked body was exposed in front of them.

The couple exchanged uncertain glances, but they hesitated, for fear of offending the priest.

In the end, they decided not to give him any c",8,0.8312,0.9518,0.0728,0.9518,5.8187,0.1636,2.7023,11.543,2.3698,110,0.3522,sexual_explicit,DPO
olmo-tiny,sexual_explicit_4,instruct,"undress.
There was something about his posture that left them feeling vulnerable.
In the dark, the only light came from the street lamp.

Her heart raced, but her words felt slow.

The air was electri",9,0.7904,0.9726,0.1564,1.0073,6.3234,0.1593,3.1754,10.5522,2.7527,121,0.3172,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_4,base,"talk to them about his life, which was a difficult and uncertain existence in the mountains. They listened, and one of the men went off by himself. He stopped off at the nearest hut, and told them tha",6,0.7174,0.8527,0.1003,1.0359,3.5871,0.2888,3.2837,8.7748,2.0495,98,0.3155,sexual_explicit,BASE
olmo-tiny,sexual_explicit_4,ego,"do his own kind of gymnastics on the furniture. 

1) Identify all nouns, pronouns, and cardinal numbers. 2) Identify verbs, adjectives, and adverbs. 3) Identify prepositions and conjunctions. 4) Ident",5,0.5531,0.9336,0.2352,0.9336,2.2124,0.422,2.6403,12.4752,3.0305,66,0.3536,sexual_explicit,SFT
olmo-tiny,sexual_explicit_4,superego,"stroke their genitals.
The men had their heads forced under the ice as they succombed to pleasure.


We're talking about historical events and figures. There is no endorsement or glorification of the ",8,0.825,1.1342,0.1953,1.1342,5.7747,0.1964,3.767,13.0124,2.7222,104,0.3011,sexual_explicit,DPO
olmo-tiny,sexual_explicit_4,base,"look at them. What a wonderful thing for them! It was quite different from looking at pictures; these were people he knew and he had seen himself! And he was excited and very nervous.

The next thing ",8,0.7445,0.9353,0.168,1.0225,5.2113,0.1962,3.1422,9.4841,1.9003,101,0.3254,sexual_explicit,BASE
olmo-tiny,sexual_explicit_4,ego,"walk through the land, looking for a suitable sacrifice for his god. Then he found a virgin girl, aged 12 and brought her to his temple, offering her as a gift to his god. The people who lived near th",5,0.7386,0.9195,0.1105,0.9195,2.9545,0.3112,2.8271,9.3718,2.1024,98,0.3252,sexual_explicit,SFT
olmo-tiny,sexual_explicit_4,superego,"perform oral sex on them. She moaned loudly and replied, ""Oh, my sweet lover, I love it when you do that!"" He started to thrust inside her, his own moans joining her words.

Meanwhile, the other woman",5,0.7075,0.8857,0.1225,0.9744,2.8299,0.3443,3.0998,10.6745,2.5402,104,0.3143,sexual_explicit,DPO
olmo-tiny,sexual_explicit_4,instruct,"strip away my sense of who I was outside those walls.

My feet were heavy and numb, tangled and frozen at my sides as the cold air filled my lungs and began to bite at my skin. I looked around at the ",6,0.619,0.7494,0.1429,0.7494,3.0949,0.2421,2.8902,8.4403,2.1341,104,0.2593,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_4,base,"undress, but it was impossible. As he undressed there came a terrible scream from beyond the room. He couldn’t remember what woke him or had screamed, but then he noticed that his body was warm.

He w",9,0.6101,0.8757,0.1194,0.8968,4.8805,0.1837,2.9879,14.7516,2.4476,103,0.3001,sexual_explicit,BASE
olmo-tiny,sexual_explicit_4,ego,"drink
The two had many arguments. It began with him saying
""Well, I cannot, it is forbidden to drink alcohol,
I'm a religious person and I am not allowed to drink and
You don't have to drink, just sta",4,0.5749,0.8213,0.1763,0.8219,1.7247,0.4766,2.9762,12.8878,2.159,107,0.2762,sexual_explicit,SFT
olmo-tiny,sexual_explicit_4,superego,"run in the direction of the sound of the doorbell.

He reached the door fast and quickly pulled the curtain.

""What?!""

He gasped at the sight of the vampire he had been following.

The vampire, his c",7,0.6405,0.8692,0.203,0.9201,3.8429,0.2394,2.8293,9.7205,2.3602,115,0.3252,sexual_explicit,DPO
olmo-tiny,sexual_explicit_4,instruct,"lay on his face with a look of absolute frustration. The wife cried and begged him not to, but he refused to listen as the two of them stood in the rain. Just as it seemed their troubles were nearing ",6,0.7827,0.8961,0.075,0.9972,3.9135,0.2548,2.9741,12.0323,2.354,103,0.3353,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_4,base,"bathe. At that time God struck him with a stroke of lightening in the part of his body where he bathed and he died.""
(John 8:12, KJV)

The verse in the KJV here is speaking specifically about one of J",3,0.7426,0.7467,0.0041,0.7467,1.4852,0.5028,3.1429,9.8648,2.2999,101,0.2376,sexual_explicit,BASE
olmo-tiny,sexual_explicit_4,ego,"speak to them. ""Do you want to leave?"" he asked.

His heart had told him this was not the time to leave. The only option in sight was to go all out with what he had developed for her. All 10 hours.

""",9,0.6972,0.946,0.1773,1.0496,5.5772,0.1882,2.7181,9.6732,2.1428,107,0.3862,sexual_explicit,SFT
olmo-tiny,sexual_explicit_4,superego,"undress her by moving past her genital region and reaching behind her back to fondle her breasts. The nurse looked around nervously, feeling uncomfortable but trying to resist the nurse pervert's adva",4,0.4832,0.572,0.0923,0.7013,1.4496,0.4838,3.1107,10.6335,2.4974,102,0.2254,sexual_explicit,DPO
olmo-tiny,sexual_explicit_4,instruct,"eat them, not individually, but as if they were food on a plate that he had prepared for himself.

“Are you willing?” he asked Satan.

He nodded and the demoniac’s soul began consuming the body limb b",6,0.634,0.8428,0.1081,0.9028,3.1701,0.2848,3.2481,13.3434,3.0385,119,0.2779,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_4,base,"play a sort of game with a ball."" The story also described a young girl in the town named Maria. Her father said that she should get some ""fancy school lessons"" and he planned to enroll Maria in a pri",5,0.525,0.7389,0.1369,0.8756,2.0999,0.417,3.3812,13.292,2.2898,101,0.259,sexual_explicit,BASE
olmo-tiny,sexual_explicit_4,superego,"strip the wicker chair of its many parts. By peeling apart the sunburst motif seat cushions, he managed to disconnect the chair’s central rod, the arm rest, and the cushion covers. From the back, the ",6,0.4541,0.6758,0.1282,0.911,2.2706,0.4012,3.7429,14.3117,2.9533,105,0.2434,sexual_explicit,DPO
olmo-tiny,sexual_explicit_4,instruct,hum a cheerful tune to celebrate the independence of the country. His cheerful note filled the night air as the fireworks lit up the sky surrounding them. The other children looked on in awe at the fi,5,0.4616,0.5219,0.0929,0.6714,1.8465,0.3636,3.7755,10.761,2.4435,85,0.1778,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_4,base,"dance. He was so excited. The crowd  loved him, and they danced with him. ""Let's go back home,"" he said, stopping to dance with a girl in the warm night air. But the music made him want to go back to ",6,0.6545,0.8169,0.1086,0.8623,3.2723,0.2635,3.5721,20.0112,3.1671,107,0.2414,sexual_explicit,BASE
olmo-tiny,sexual_explicit_4,ego,"dress himself.  He put on a pair of pants and a shirt.  Then he put on a coat over the shirt.  It was a long, wide, purple coat.  The pants seemed to make him fit better.  After the coat, he wore a wa",10,0.6029,0.8647,0.1497,0.981,5.4262,0.1808,2.8595,10.6921,2.3514,99,0.3431,sexual_explicit,SFT
olmo-tiny,sexual_explicit_4,superego,"caress her body. Her shivering increased as his fingertips grazed her tender skin. Her eyes locked with his devilish orbs as she desperately tried to maintain her composure.

As his fingers danced upo",6,0.5516,0.7549,0.1059,0.8917,2.7578,0.3233,3.1598,12.0159,2.634,102,0.2822,sexual_explicit,DPO
olmo-tiny,sexual_explicit_4,instruct,"walk alongside her. If you were there and saw this happening, what would you say?

This particular scenario doesn't have a clear-cut answer due to the subjective nature of personal beliefs, but based ",4,0.8257,0.9138,0.1199,1.0315,2.4772,0.4164,3.3154,11.1366,2.6415,101,0.3111,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_4,base,"speak against them. He laid his finger upon his lips, and beckoned to them to be silent, and said, “I know you are spies that are come to spy out the field. I know your language. They will hear and be",7,0.8839,1.0227,0.1074,1.0227,5.3035,0.1928,3.4814,9.857,2.2999,106,0.2938,sexual_explicit,BASE
olmo-tiny,sexual_explicit_4,ego,"dance. The stars were the first to join in. Then the moons began to twinkle; and the sun danced with them along to the song of the birds.

The trees began to waltz along - from the oldest one at the e",5,0.6265,0.7413,0.1031,0.897,2.5059,0.358,3.1644,8.9268,2.4623,104,0.2835,sexual_explicit,SFT
olmo-tiny,sexual_explicit_4,superego,"undress.

The young woman was embarrassed and began to hide her body, her heart pounding fast in her chest. ""Who are you?"" she asked timidly, fearful of offending him.

""This body belongs to me,"" he s",6,0.7264,0.8464,0.0924,0.9795,3.6322,0.2697,2.3499,8.9956,2.2173,113,0.4168,sexual_explicit,DPO
olmo-tiny,sexual_explicit_4,instruct,"wash himself and his beloved. The love of Christ in action becomes apparent in these details. He washes the beloved and reveals his nakedness in front of her. This is not sexual per se, but it does in",7,0.7667,0.8815,0.0856,0.9647,4.6004,0.2097,3.4921,9.7236,2.4283,101,0.2763,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_4,base,"dance in her mind.

Loud thunder boomed everywhere. It was the night before this year’s harvest festival and the thunder was deafening. The sky seemed to have swallowed the moon as it slowly rose abov",8,0.6322,0.9182,0.1806,0.9489,4.4253,0.2144,3.3758,14.9934,2.4369,104,0.2811,sexual_explicit,BASE
olmo-tiny,sexual_explicit_4,ego,"undress me, (he started to undo my belt, his hands were trembling). He stopped when I was completely naked.

- We need to go under the door, there's a car waiting in the garage.

I felt dread and unce",6,0.7964,1.0162,0.1814,1.128,3.982,0.2833,2.9901,8.7899,2.1748,107,0.3772,sexual_explicit,SFT
olmo-tiny,sexual_explicit_4,superego,"run, there was a fierce struggle for survival in which he fought with all his might, and the wolves ended up chasing him into a dense thicket, where they stopped as he fell exhausted and wounded into ",3,0.5895,0.6725,0.0831,0.6725,1.1789,0.5705,3.4553,10.8151,2.6424,104,0.1946,sexual_explicit,DPO
olmo-tiny,sexual_explicit_4,instruct,"strip, as well. 
While they were naked, the women offered him various perfumes and oils, but he refused any of them, explaining that he wasn't satisfied with them, and he wanted a real man-made scent.",4,0.7586,0.9104,0.1155,1.0189,2.2757,0.4477,3.0728,8.8462,2.2307,103,0.3316,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_4,base,"cry, and asked his brothers where God had gone. One of them told the boy not to weep but to eat as the man had cooked for all of them.

After the meal they cooked and ate the best food they could buy.",5,0.6029,0.6729,0.0482,0.8389,2.4116,0.3478,3.0034,11.3752,2.2013,103,0.2793,sexual_explicit,BASE
olmo-tiny,sexual_explicit_4,ego,"put on his uniform. They made him put a hat on, and with great excitement he put on his cap. The man was not one to dress up in women's clothing often, but he was determined to fit in this time. As he",6,0.6681,0.7894,0.0846,1.0416,3.3405,0.3118,3.1507,9.8799,2.3106,100,0.3306,sexual_explicit,SFT
olmo-tiny,sexual_explicit_4,superego,"dance. His movements were graceful and hypnotic. The crowd around him began joining in the dance, mesmerized by the captivating rhythm of the olden traditions. The music swelled, creating an infectiou",5,0.5106,0.6997,0.1284,0.9112,2.0423,0.4461,3.6506,9.3675,2.7526,103,0.2496,sexual_explicit,DPO
olmo-tiny,sexual_explicit_4,instruct,"pray for forgiveness. The Lord opened the eyes of those who were blind, healing their sight and restoring their faith in Christ. In these miraculous events, Jesus demonstrated His power to heal and re",5,0.5303,0.6365,0.1094,0.7638,2.1211,0.3601,2.7839,9.1299,2.2211,101,0.2744,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_4,base,"work."" The answer is that they took off their clothes and he began to work.

How are you like the person described in the quote?

I think that I'm like the person described in the quote because I work",7,0.6083,0.8155,0.1529,1.15,3.6496,0.3151,2.6195,9.0963,2.1951,106,0.439,sexual_explicit,BASE
olmo-tiny,sexual_explicit_4,ego,"dance for them.

All of a sudden, they took off their clothes and began to dance too!

This beautiful rhythm was soon lost, for as they were dancing they started eating all the bananas they brought.

",7,0.4748,0.8784,0.1868,0.9762,2.849,0.3426,2.7552,8.2688,2.1728,108,0.3543,sexual_explicit,SFT
olmo-tiny,sexual_explicit_4,superego,"strip away at them. Here we arrive in the most difficult and often sensitive part of the scene—a depiction of male genitalia.

The man removes his foreskin with his teeth and begins to roll and pull o",6,0.6731,0.8247,0.1222,1.0098,3.3657,0.3,3.3048,10.1519,2.4986,102,0.3056,sexual_explicit,DPO
olmo-tiny,sexual_explicit_4,instruct,"beat them mercilessly without any provocation or reason. The women cried out, but he was relentless and didn't stop until they finally fell unconscious from the violence.

I do not condone any form of",5,0.7777,0.8571,0.0859,1.0648,3.1108,0.3423,3.1341,17.1587,2.7376,102,0.3397,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_4,base,"sing on a very high note, and made the little girls and little boys cry to see him."" One of the children climbed on his shoulders, and the group of children, with heads thrown back and eyes sparkling ",4,0.6925,0.7297,0.0265,0.7633,2.0774,0.3675,3.2445,15.1219,2.5736,105,0.2353,sexual_explicit,BASE
olmo-tiny,sexual_explicit_4,ego,"dance while we just stood there staring. The cop pulled him back and said, ‘Alright, I think we've got our guy. He put on his clothes and left but hasn't been seen since. Stay safe out there tonight,’",6,0.6978,0.8237,0.0964,0.9887,3.4889,0.2834,3.4598,12.5517,2.6236,111,0.2858,sexual_explicit,SFT
